gene_callers_id	source	accession	function	e_value
AMXMAG_0088___1377	COG20_FUNCTION	COG2308	Circularly permuted ATP-grasp protein (PDB:3N6X) (PUBMED:20023723)	5.46e-91
AMXMAG_0088___1378	COG20_FUNCTION	COG2135	ssDNA abasic site-binding protein YedK/HMCES, SRAP family (SRAP) (PDB:1ZN6) (PUBMED:30554877;31504793)	2.58e-55
AMXMAG_0088___1379	COG20_FUNCTION	COG0628	Predicted PurR-regulated permease PerM (PerM)	1.38e-36
AMXMAG_0088___1382	COG20_FUNCTION	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)	1.95e-17
AMXMAG_0088___1383	COG20_FUNCTION	COG0817	Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR)	3.2e-31
AMXMAG_0088___1384	COG20_FUNCTION	COG0217	Transcriptional and/or translational regulatory protein YebC/TACO1 (TACO1) (PDB:1KON)	1.23e-92
AMXMAG_0088___1385	COG20_FUNCTION	COG0621	tRNA A37 methylthiotransferase MiaB (MiaB) (PDB:4JC0) (PUBMED:17407324;20472640;20584901)	5.66e-73
AMXMAG_0088___1386	COG20_FUNCTION	COG0515	Serine/threonine protein kinase (SPS1) (PDB:6G4J)	9.06e-96
AMXMAG_0088___1387	COG20_FUNCTION	COG2931	Ca2+-binding protein, RTX toxin-related (PDB:1AF0) (PUBMED:15135544)	9.76e-33
AMXMAG_0088___1388	COG20_FUNCTION	COG4932	Clumping factor A-related surface protein, MSCRAMM (microbial surface components recognizing adhesive matrix molecules) family, DEv-IgG fold (ClfA) (PDB:1N67) (PUBMED:12485987)	8.6e-14
AMXMAG_0088___1391	COG20_FUNCTION	COG1989	Prepilin signal peptidase PulO (type II secretory pathway) or related peptidase (PulO)	1.24e-45
AMXMAG_0088___1392	COG20_FUNCTION	COG0642!!!COG2202	Signal transduction histidine kinase (BaeS) (PDB:1JOY)!!!PAS domain (PAS) (PDB:2MWG)	1.27e-35
AMXMAG_0088___1393	COG20_FUNCTION	COG2805	Type IV pilus assembly protein PilT, pilus retraction ATPase (PilT) (PDB:5FL3)	3.69e-117
AMXMAG_0088___1394	COG20_FUNCTION	COG2805	Type IV pilus assembly protein PilT, pilus retraction ATPase (PilT) (PDB:5FL3)	4.87e-111
AMXMAG_0088___1399	COG20_FUNCTION	COG3419	Type IV pilus assembly protein, tip-associated adhesin PilY1 (PilY1) (PDB:3HX6)	7.83e-25
AMXMAG_0088___1402	COG20_FUNCTION	COG1232	Protoporphyrinogen oxidase HemY/PPOX (HemY) (PDB:3LOV)	1.83e-49
AMXMAG_0088___1403	COG20_FUNCTION	COG1807	PMT family glycosyltransferase ArnT/Agl22, involved in glycosylation of proteins and lipid IVA (ArnT) (PDB:5EZM) (PUBMED:16226890;31233657;32706435)	1.83e-106
AMXMAG_0088___1404	COG20_FUNCTION	COG4976	Predicted methyltransferase, contains TPR repeat	2.57e-86
AMXMAG_0088___1405	COG20_FUNCTION	COG1091	dTDP-4-dehydrorhamnose reductase (RfbD) (PDB:1KBZ)	5.92e-41
AMXMAG_0088___1406	COG20_FUNCTION	COG1086	NDP-sugar epimerase, includes UDP-GlcNAc-inverting 4,6-dehydratase FlaA1 and capsular polysaccharide biosynthesis protein EpsC (FlaA1) (PDB:2GN4)	6.88e-103
AMXMAG_0088___1407	COG20_FUNCTION	COG1807	PMT family glycosyltransferase ArnT/Agl22, involved in glycosylation of proteins and lipid IVA (ArnT) (PDB:5EZM) (PUBMED:16226890;31233657;32706435)	2.78e-60
AMXMAG_0088___1408	COG20_FUNCTION	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG (UbiE) (PDB:4OBW)	1.25e-51
AMXMAG_0088___1409	COG20_FUNCTION	COG0438	Glycosyltransferase involved in cell wall bisynthesis (RfaB) (PDB:2IV7)	2.7e-167
AMXMAG_0088___1410	COG20_FUNCTION	COG1088	dTDP-D-glucose 4,6-dehydratase (RfbB) (PDB:1G1A)	4.55e-154
AMXMAG_0088___1411	COG20_FUNCTION	COG5010!!!COG5427	Flp pilus assembly protein TadD, contains TPR repeats (TadD) (PDB:3WXX)!!!Predicted membrane glycosyltransferase AF0583, Arch_YYY/DUF2298 family	3.03e-150
AMXMAG_0088___1412	COG20_FUNCTION	COG0300	Short-chain dehydrogenase (YqjQ)	1.18e-49
AMXMAG_0088___1413	COG20_FUNCTION	COG0277	FAD/FMN-containing lactate dehydrogenase/glycolate oxidase (GlcD) (PDB:1AHU)	5.21e-145
AMXMAG_0088___1414	COG20_FUNCTION	COG1232	Protoporphyrinogen oxidase HemY/PPOX (HemY) (PDB:3LOV)	1.19e-106
AMXMAG_0088___1415	COG20_FUNCTION	COG5427	Predicted membrane glycosyltransferase AF0583, Arch_YYY/DUF2298 family	1.45e-32
AMXMAG_0088___1416	COG20_FUNCTION	COG4745	Predicted membrane-bound mannosyltransferase, involved in protein glycosylation (PMT) (PUBMED:32706435)	2.87e-49
AMXMAG_0088___1417	COG20_FUNCTION	COG0463	Glycosyltransferase involved in cell wall bisynthesis (WcaA) (PDB:5MLZ)	1.2e-115
AMXMAG_0088___1419	COG20_FUNCTION	COG2204	DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains (AtoC) (PDB:1ZY2)	3.06e-127
AMXMAG_0088___1420	COG20_FUNCTION	COG1921	Seryl-tRNA(Sec) selenium transferase (SelA) (PDB:3W1J)	1.03e-100
AMXMAG_0088___1423	COG20_FUNCTION	COG0312	Zn-dependent protease PmbA/TldA or its inactivated homolog (TldD) (PDB:3TV9) (PUBMED:12029038)	3.89e-26
AMXMAG_0088___1424	COG20_FUNCTION	COG0312	Zn-dependent protease PmbA/TldA or its inactivated homolog (TldD) (PDB:3TV9) (PUBMED:12029038)	4.72e-24
AMXMAG_0088___1426	COG20_FUNCTION	COG4799	Acetyl-CoA carboxylase, carboxyltransferase component (MmdA) (PDB:1OD2)	3.38e-269
AMXMAG_0088___1427	COG20_FUNCTION	COG4770	Acetyl/propionyl-CoA carboxylase, alpha subunit (PccA) (PDB:3U9S)	5.72e-163
AMXMAG_0088___1428	COG20_FUNCTION	COG4770	Acetyl/propionyl-CoA carboxylase, alpha subunit (PccA) (PDB:3U9S)	6.39e-15
AMXMAG_0088___1429	COG20_FUNCTION	COG1651	Protein thiol-disulfide isomerase DsbC (DsbG) (PDB:2HI7)	6.56e-22
AMXMAG_0088___1430	COG20_FUNCTION	COG0515	Serine/threonine protein kinase (SPS1) (PDB:6G4J)	3.78e-13
AMXMAG_0088___1431	COG20_FUNCTION	COG1559	Endolytic transglycosylase MltG, terminates peptidoglycan polymerization (MltG) (PDB:2R1F) (PUBMED:26507882)	1.85e-75
AMXMAG_0088___1432	COG20_FUNCTION	COG0816	YqgF/RuvX protein, pre-16S rRNA maturation RNase/Holliday junction resolvase/anti-termination factor (YqgF) (PDB:1IV0) (PUBMED:25545592;26817626)	1.76e-31
AMXMAG_0088___1433	COG20_FUNCTION	COG0183	Acetyl-CoA acetyltransferase (PaaJ) (PDB:1AFW)	1.95e-147
AMXMAG_0088___1434	COG20_FUNCTION	COG1788	Acyl CoA:acetate/3-ketoacid CoA transferase, alpha subunit (AtoD) (PDB:1K6D)	9.5e-111
AMXMAG_0088___1435	COG20_FUNCTION	COG2057	Acyl-CoA:acetate/3-ketoacid CoA transferase, beta subunit (AtoA) (PDB:5DBN)	1.18e-100
AMXMAG_0088___1436	COG20_FUNCTION	COG1452	LPS assembly outer membrane protein LptD (organic solvent tolerance protein OstA) (LptD) (PDB:4N4R)	4.49e-33
AMXMAG_0088___1437	COG20_FUNCTION	COG1088	dTDP-D-glucose 4,6-dehydratase (RfbB) (PDB:1G1A)	3.71e-149
AMXMAG_0088___1438	COG20_FUNCTION	COG1091	dTDP-4-dehydrorhamnose reductase (RfbD) (PDB:1KBZ)	2.4e-60
AMXMAG_0088___1439	COG20_FUNCTION	COG1836	Cytidylyltransferase family enzyme (PUBMED:25583072)	1.49e-27
AMXMAG_0088___1440	COG20_FUNCTION	COG0382	4-hydroxybenzoate polyprenyltransferase (UbiA) (PDB:4OD4) (PUBMED:28830929)	3.57e-16
AMXMAG_0088___1443	COG20_FUNCTION	COG1225	Peroxiredoxin (Bcp) (PDB:5IPH)	7.39e-21
AMXMAG_0088___1444	COG20_FUNCTION	COG0177	Endonuclease III (Nth) (PDB:4UOB)	1.62e-61
AMXMAG_0088___1445	COG20_FUNCTION	COG2262	50S ribosomal subunit-associated GTPase HflX (HflX) (PDB:2QTF) (PUBMED:22905870)	9.51e-92
AMXMAG_0088___1446	COG20_FUNCTION	COG3604	FhlA-type transcriptional regulator, contains GAF, AAA-type ATPase, and DNA-binding Fis domains (FhlA)	8.74e-96
AMXMAG_0088___1447	COG20_FUNCTION	COG0176	Transaldolase/fructose-6-phosphate aldolase (TalA) (PDB:1F05)	1.13e-100
AMXMAG_0088___1448	COG20_FUNCTION	COG0364	Glucose-6-phosphate 1-dehydrogenase (Zwf) (PDB:5B7W) (PUBMED:18950999)	4.03e-201
AMXMAG_0088___1449	COG20_FUNCTION	COG0363	6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase (NagB) (PDB:2RI0) (PUBMED:24163345)	2.61e-54
AMXMAG_0088___1450	COG20_FUNCTION	COG0837	Glucokinase (Glk) (PDB:1Q18)	6.49e-100
AMXMAG_0088___1451	COG20_FUNCTION	COG0158	Fructose-1,6-bisphosphatase (Fbp) (PDB:1BK4)	3.09e-106
AMXMAG_0088___1452	COG20_FUNCTION	COG1404	Serine protease, subtilisin family (AprE) (PDB:1SCJ)	0
AMXMAG_0088___1453	COG20_FUNCTION	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase (FkpA) (PDB:1A7X)	2.14e-65
AMXMAG_0088___1454	COG20_FUNCTION	COG0515!!!COG0823	Serine/threonine protein kinase (SPS1) (PDB:6G4J)!!!Periplasmic component TolB of the Tol biopolymer transport system (TolB) (PDB:1C5K)	1.45e-62
AMXMAG_0088___1455	COG20_FUNCTION	COG0720	6-pyruvoyl-tetrahydropterin synthase (QueD) (PDB:1B66) (PUBMED:14660578;17384645)	2.27e-32
AMXMAG_0088___1456	COG20_FUNCTION	COG3604	FhlA-type transcriptional regulator, contains GAF, AAA-type ATPase, and DNA-binding Fis domains (FhlA)	1.2e-155
AMXMAG_0088___1457	COG20_FUNCTION	COG1765	Uncharacterized OsmC-related protein (YhfA) (PDB:1LQL)	9.29e-66
AMXMAG_0088___1458	COG20_FUNCTION	COG1387	Histidinol phosphatase or related hydrolase of the PHP family (HIS2) (PDB:1M65)	2.54e-70
AMXMAG_0088___1459	COG20_FUNCTION	COG2096	Cob(II)alamin adenosyltransferase (PduO) (PDB:1NOG)	9.33e-73
AMXMAG_0088___1460	COG20_FUNCTION	COG1943	REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8)	5.28e-81
AMXMAG_0088___1461	COG20_FUNCTION	COG2062	Phosphohistidine phosphatase SixA (SixA) (PDB:1UJB)	1.61e-21
AMXMAG_0088___1463	COG20_FUNCTION	COG0247	Fe-S cluster-containing oxidoreductase, includes glycolate oxidase subunit GlcF (GlpC)	2.44e-105
AMXMAG_0088___1464	COG20_FUNCTION	COG1592	Rubrerythrin (YotD) (PDB:1B71)	3.11e-78
AMXMAG_0088___1465	COG20_FUNCTION	COG0450	Alkyl hydroperoxide reductase subunit AhpC (peroxiredoxin) (AhpC) (PDB:2RII)	2.5e-82
AMXMAG_0088___1466	COG20_FUNCTION	COG2026	mRNA-degrading endonuclease RelE, toxin component of the RelBE toxin-antitoxin system (RelE) (PDB:1WMI)	2.54e-28
AMXMAG_0088___1468	COG20_FUNCTION	COG0451	Nucleoside-diphosphate-sugar epimerase (WcaG) (PDB:2X4G)	1.19e-47
AMXMAG_0088___1471	COG20_FUNCTION	COG1672	Predicted ATPase, archaeal AAA+ ATPase superfamily	1.17e-133
AMXMAG_0088___1472	COG20_FUNCTION	COG1848	VapC family ribonuclease, toxin component of the VapBC toxin-antitoxin module, contains PIN domain (VapC) (PUBMED:30169502)	3.14e-33
AMXMAG_0088___1474	COG20_FUNCTION	COG1089	GDP-D-mannose dehydratase (Gmd) (PDB:1DB3)	5.08e-184
AMXMAG_0088___1475	COG20_FUNCTION	COG1598	Antitoxin component HicB of the HicAB toxin-antitoxin system (HicB) (PDB:4P78) (PUBMED:19060138)	3.04e-14
AMXMAG_0088___1476	COG20_FUNCTION	COG1089	GDP-D-mannose dehydratase (Gmd) (PDB:1DB3)	5.19e-146
AMXMAG_0088___1477	COG20_FUNCTION	COG0382	4-hydroxybenzoate polyprenyltransferase (UbiA) (PDB:4OD4) (PUBMED:28830929)	7.23e-92
AMXMAG_0088___1478	COG20_FUNCTION	COG1428	Deoxyadenosine/deoxycytidine kinase (Dck) (PDB:1J90)	9.77e-72
AMXMAG_0088___1479	COG20_FUNCTION	COG0413	Ketopantoate hydroxymethyltransferase (PanB) (PDB:3VAV)	6.61e-91
AMXMAG_0088___1480	COG20_FUNCTION	COG0414	Panthothenate synthetase (PanC) (PDB:1DIN) (PUBMED:17968677)	1.58e-91
AMXMAG_0088___1481	COG20_FUNCTION	COG0853	Aspartate 1-decarboxylase (PanD) (PDB:1AW8)	5.33e-42
AMXMAG_0088___1482	COG20_FUNCTION	COG1278	Cold shock protein, CspA family (CspC) (PDB:1C9O)	4.45e-12
AMXMAG_0088___1483	COG20_FUNCTION	COG0626	Cystathionine beta-lyase/cystathionine gamma-synthase (MetC) (PDB:1CL1)	3.08e-157
AMXMAG_0088___1484	COG20_FUNCTION	COG0464	AAA+-type ATPase, SpoVK/Ycf46/Vps4 family (SpoVK) (PDB:3SYL)	8.84e-29
AMXMAG_0088___1485	COG20_FUNCTION	COG1373	Predicted ATPase, AAA+ superfamily	1.81e-91
AMXMAG_0088___1486	COG20_FUNCTION	COG4452	Inner membrane protein CreD involved in colicin E2 resistance (CreD)	4.32e-104
AMXMAG_0088___1487	COG20_FUNCTION	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)	6.48e-75
AMXMAG_0088___1488	COG20_FUNCTION	COG0642	Signal transduction histidine kinase (BaeS) (PDB:1JOY)	4.58e-83
AMXMAG_0088___1489	COG20_FUNCTION	COG0542	ATP-dependent Clp protease, ATP-binding subunit ClpA (ClpA) (PDB:1KSF)	1.36e-206
AMXMAG_0088___1490	COG20_FUNCTION	COG0542	ATP-dependent Clp protease, ATP-binding subunit ClpA (ClpA) (PDB:1KSF)	4.82e-192
AMXMAG_0088___1491	COG20_FUNCTION	COG0542	ATP-dependent Clp protease, ATP-binding subunit ClpA (ClpA) (PDB:1KSF)	2.78e-182
AMXMAG_0088___1492	COG20_FUNCTION	COG1373	Predicted ATPase, AAA+ superfamily	1.42e-75
AMXMAG_0088___1496	COG20_FUNCTION	COG1373	Predicted ATPase, AAA+ superfamily	4.47e-07
AMXMAG_0088___1497	COG20_FUNCTION	COG3541	Predicted nucleotidyltransferase YcgL (YcgL)	2.48e-61
AMXMAG_0088___1498	COG20_FUNCTION	COG3541	Predicted nucleotidyltransferase YcgL (YcgL)	1.22e-59
AMXMAG_0088___1499	COG20_FUNCTION	COG1373	Predicted ATPase, AAA+ superfamily	1.33e-88
AMXMAG_0088___1502	COG20_FUNCTION	COG1324	Divalent cation tolerance protein CutA (CutA1) (PDB:1NAQ)	1.5e-23
AMXMAG_0088___1503	COG20_FUNCTION	COG2133	Glucose/arabinose dehydrogenase, beta-propeller fold (YliI) (PDB:1C9U)	3.19e-23
AMXMAG_0088___1505	COG20_FUNCTION	COG1398	Fatty-acid desaturase (OLE1) (PDB:4YMK)	1.61e-100
AMXMAG_0088___1506	COG20_FUNCTION	COG1373	Predicted ATPase, AAA+ superfamily	4.36e-79
AMXMAG_0088___1507	COG20_FUNCTION	COG1373	Predicted ATPase, AAA+ superfamily	4.38e-93
AMXMAG_0088___1508	COG20_FUNCTION	COG1373	Predicted ATPase, AAA+ superfamily	1.94e-221
AMXMAG_0088___1509	COG20_FUNCTION	COG1525	Endonuclease YncB, thermonuclease family (YncB)	1.1e-23
AMXMAG_0088___1512	COG20_FUNCTION	COG3972!!!COG3973	Superfamily I DNA and RNA helicases!!!DNA helicase IV (HelD)	6.36e-66
AMXMAG_0088___1513	COG20_FUNCTION	COG5340	Abortive phage infection protein AbiEi, antitoxin conponent of an AbiEi-AbiEii TA system (AbiEi) (PUBMED:24465005;29518409)	2.6e-38
AMXMAG_0088___1514	COG20_FUNCTION	COG2253	Predicted nucleotidyltransferase component of viral defense system (PDB:4O8S)	5.1e-64
AMXMAG_0088___1515	COG20_FUNCTION	COG3972!!!COG3973	Superfamily I DNA and RNA helicases!!!DNA helicase IV (HelD)	6.82e-10
AMXMAG_0088___1517	COG20_FUNCTION	COG0860	N-acetylmuramoyl-L-alanine amidase (AmiC) (PDB:1JWQ)	1.72e-47
AMXMAG_0088___1519	COG20_FUNCTION	COG0796	Glutamate racemase (MurI) (PDB:1B73)	7.45e-81
AMXMAG_0088___1520	COG20_FUNCTION	COG0689	Ribonuclease PH (Rph) (PDB:1UDO)	6.98e-81
AMXMAG_0088___1521	COG20_FUNCTION	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)	1.31e-22
AMXMAG_0088___1523	COG20_FUNCTION	COG1487	Ribonuclease/mRNA interferase VapC, contains PIN domain (VapC) (PDB:3TND)	3.07e-29
AMXMAG_0088___1525	COG20_FUNCTION	COG3324	Lactoylglutathione lyase-related enzyme, vicinal oxygen chelate (VOC) family (VOC) (PDB:3OXH) (PUBMED:31710815)	1.51e-56
AMXMAG_0088___1526	COG20_FUNCTION	COG4118	Antitoxin component of toxin-antitoxin stability system, DNA-binding transcriptional repressor (Phd) (PDB:3DBO)	6.89e-08
AMXMAG_0088___1527	COG20_FUNCTION	COG1487	Ribonuclease/mRNA interferase VapC, contains PIN domain (VapC) (PDB:3TND)	1.65e-17
AMXMAG_0088___1528	COG20_FUNCTION	COG1525	Endonuclease YncB, thermonuclease family (YncB)	9.53e-31
AMXMAG_0088___1534	COG20_FUNCTION	COG0420	DNA repair exonuclease SbcCD nuclease subunit (SbcD) (PDB:6S85)	9.67e-144
AMXMAG_0088___1535	COG20_FUNCTION	COG0419	DNA repair exonuclease SbcCD ATPase subunit (SbcC) (PDB:3QKR)	7.22e-129
AMXMAG_0088___1537	COG20_FUNCTION	COG1848	VapC family ribonuclease, toxin component of the VapBC toxin-antitoxin module, contains PIN domain (VapC) (PUBMED:30169502)	7.77e-30
AMXMAG_0088___1538	COG20_FUNCTION	COG1572	Serine protease, subtilase family	5.94e-09
AMXMAG_0088___1539	COG20_FUNCTION	COG4099	Predicted peptidase (PDB:3DOH)	8.75e-86
AMXMAG_0088___1540	COG20_FUNCTION	COG0553	Superfamily II DNA or RNA helicase, SNF2 family (HepA) (PDB:6UXV)	1.94e-220
AMXMAG_0088___1541	COG20_FUNCTION	COG1543	Predicted glycosyl hydrolase, contains GH57 and DUF1957 domains (PDB:1UFA)	2.71e-150
AMXMAG_0088___1542	COG20_FUNCTION	COG0626	Cystathionine beta-lyase/cystathionine gamma-synthase (MetC) (PDB:1CL1)	6.57e-138
AMXMAG_0088___1544	COG20_FUNCTION	COG2814	Predicted arabinose efflux permease AraJ, MFS family (AraJ) (PDB:4LDS)	2.29e-87
AMXMAG_0088___1545	COG20_FUNCTION	COG0515	Serine/threonine protein kinase (SPS1) (PDB:6G4J)	6.28e-87
AMXMAG_0088___1546	COG20_FUNCTION	COG2905	Signal-transduction protein containing cAMP-binding, CBS, and nucleotidyltransferase domains	3.91e-90
AMXMAG_0088___1547	COG20_FUNCTION	COG3162	Uncharacterized membrane protein, DUF485 family (YjcH)	1.32e-12
AMXMAG_0088___1548	COG20_FUNCTION	COG4147	Na+(or H+)/acetate symporter ActP (ActP)	1.76e-299
AMXMAG_0088___1549	COG20_FUNCTION	COG2239	Mg/Co/Ni transporter MgtE (contains CBS domain) (MgtE) (PDB:2YVX)	2.95e-87
AMXMAG_0088___1551	COG20_FUNCTION	COG4976	Predicted methyltransferase, contains TPR repeat	7.91e-60
AMXMAG_0088___1552	COG20_FUNCTION	COG1995	4-hydroxy-L-threonine phosphate dehydrogenase PdxA (PdxA) (PDB:1PS6)	2.93e-139
AMXMAG_0088___1553	COG20_FUNCTION	COG1506	Dipeptidyl aminopeptidase/acylaminoacyl peptidase (DAP2) (PDB:2JBW)	3.3e-136
AMXMAG_0088___1554	COG20_FUNCTION	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family (RpoE) (PDB:2Q1Z)	1.88e-25
AMXMAG_0088___1556	COG20_FUNCTION	COG0393	Uncharacterized pentameric protein YbjQ, UPF0145 family (YbjQ) (PDB:1VR4) (PUBMED:23935051)	8.89e-44
AMXMAG_0088___1558	COG20_FUNCTION	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20)	6.03e-42
AMXMAG_0088___1559	COG20_FUNCTION	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20)	1.42e-24
AMXMAG_0088___1560	COG20_FUNCTION	COG0053	Divalent metal cation (Fe/Co/Zn/Cd) efflux pump (FieF) (PDB:2QFI)	4.53e-114
AMXMAG_0088___1561	COG20_FUNCTION	COG0574	Phosphoenolpyruvate synthase/pyruvate phosphate dikinase (PpsA) (PDB:5HV6)	0
AMXMAG_0088___1562	COG20_FUNCTION	COG3629!!!COG3903	DNA-binding transcriptional regulator DnrI/AfsR/EmbR, SARP family, contains BTAD domain (DnrI) (PDB:2FEZ) (PUBMED:12625841)!!!Predicted ATPase	4.96e-94
AMXMAG_0088___1564	COG20_FUNCTION	COG3209	Uncharacterized conserved protein RhaS, contains 28 RHS repeats (RhsA) (PDB:4IGL)	4.32e-101
AMXMAG_0088___1566	COG20_FUNCTION	COG1538	Outer membrane protein TolC (TolC) (PDB:1EK9)	5.74e-99
AMXMAG_0088___1567	COG20_FUNCTION	COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein) (AcrA) (PDB:1T5E)	5.29e-128
AMXMAG_0088___1568	COG20_FUNCTION	COG0841	Multidrug efflux pump subunit AcrB (AcrB) (PDB:1IWG)	0
AMXMAG_0088___1571	COG20_FUNCTION	COG0488	ATPase components of ABC transporters with duplicated ATPase domains (Uup) (PDB:5ZXD)	1.63e-244
AMXMAG_0088___1572	COG20_FUNCTION	COG0607	Rhodanese-related sulfurtransferase (PspE) (PDB:1TQ1)	5.27e-19
AMXMAG_0088___1574	COG20_FUNCTION	COG1364	Glutamate N-acetyltransferase (ornithine transacetylase) (ArgJ) (PDB:1VRA)	8.53e-103
AMXMAG_0088___1575	COG20_FUNCTION	COG0719	Fe-S cluster assembly scaffold protein SufB (SufB) (PDB:1VH4)	3.03e-95
AMXMAG_0088___1576	COG20_FUNCTION	COG0520	Selenocysteine lyase/Cysteine desulfurase (CsdA) (PDB:4LW2)	1.38e-191
AMXMAG_0088___1577	COG20_FUNCTION	COG0822	Fe-S cluster assembly scaffold protein IscU, NifU family (IscU) (PDB:1Q48)	2.74e-65
AMXMAG_0088___1578	COG20_FUNCTION	COG2151	Metal-sulfur cluster biosynthetic enzyme (PaaD) (PDB:1UWD)	2e-41
AMXMAG_0088___1581	COG20_FUNCTION	COG0438	Glycosyltransferase involved in cell wall bisynthesis (RfaB) (PDB:2IV7)	7.8e-47
AMXMAG_0088___1584	COG20_FUNCTION	COG4690	Dipeptidase (PepD) (PDB:5IAU)	2.56e-217
AMXMAG_0088___1585	COG20_FUNCTION	COG0733	Na+-dependent transporter, SNF family (YocR) (PDB:2A65)	3.14e-164
AMXMAG_0088___1586	COG20_FUNCTION	COG1385	16S rRNA U1498 N3-methylase RsmE (RsmE) (PDB:1NXZ)	3.2e-84
AMXMAG_0088___1587	COG20_FUNCTION	COG0612	Predicted Zn-dependent peptidase, M16 family (PqqL) (PDB:6OFS)	1.86e-172
AMXMAG_0088___1588	COG20_FUNCTION	COG0612	Predicted Zn-dependent peptidase, M16 family (PqqL) (PDB:6OFS)	2.05e-111
AMXMAG_0088___1589	COG20_FUNCTION	COG0515!!!COG0823	Serine/threonine protein kinase (SPS1) (PDB:6G4J)!!!Periplasmic component TolB of the Tol biopolymer transport system (TolB) (PDB:1C5K)	7.93e-86
AMXMAG_0088___1590	COG20_FUNCTION	COG5691	Phycocyanobilin lyase CpeT/CpcT (CpeT)	2.36e-31
AMXMAG_0088___1591	COG20_FUNCTION	COG0617	tRNA nucleotidyltransferase/poly(A) polymerase (PcnB) (PDB:3WFR)	6.39e-94
AMXMAG_0088___1594	COG20_FUNCTION	COG0455	MinD-like ATPase FlhG/YlxH, activator of the FlhF-type GTPase (FlhG) (PDB:1G3Q)	7.55e-17
AMXMAG_0088___1595	COG20_FUNCTION	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase or related enzyme (RfbC) (PDB:1DZR)	4.77e-30
AMXMAG_0088___1597	COG20_FUNCTION	COG0589	Nucleotide-binding universal stress protein,  UspA family (UspA) (PDB:1JMV)	2.74e-20
AMXMAG_0088___1598	COG20_FUNCTION	COG0402	Cytosine/adenosine deaminase or related metal-dependent hydrolase (SsnA) (PDB:3O7U)	2.6e-124
AMXMAG_0088___1599	COG20_FUNCTION	COG2316	Predicted hydrolase, HD superfamily	1.24e-105
AMXMAG_0088___1600	COG20_FUNCTION	COG0174	Glutamine synthetase (GlnA) (PDB:1F1H)	1.49e-208
AMXMAG_0088___1607	COG20_FUNCTION	COG0823!!!COG3710	Periplasmic component TolB of the Tol biopolymer transport system (TolB) (PDB:1C5K)!!!DNA-binding winged helix-turn-helix (wHTH) domain (CadC1)	1.55e-18
AMXMAG_0088___1610	COG20_FUNCTION	COG1331	Uncharacterized conserved protein YyaL, SSP411 family, contains thoiredoxin and six-hairpin glycosidase-like domains (YyaL) (PDB:3IRA)	2.06e-29
AMXMAG_0088___1611	COG20_FUNCTION	COG0809	S-adenosylmethionine:tRNA-ribosyltransferase-isomerase (queuine synthetase) (QueA) (PDB:1VKY)	1.58e-113
AMXMAG_0088___1612	COG20_FUNCTION	COG2065	Pyrimidine operon attenuation protein PyrR/uracil phosphoribosyltransferase (PyrR) (PDB:1A3C)	3.13e-67
AMXMAG_0088___1613	COG20_FUNCTION	COG0540	Aspartate carbamoyltransferase, catalytic subunit (PyrB) (PDB:1NBE)	1.36e-132
AMXMAG_0088___1614	COG20_FUNCTION	COG0044	Dihydroorotase or related cyclic amidohydrolase (AllB) (PDB:1J79)	3.2e-136
AMXMAG_0088___1615	COG20_FUNCTION	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)	2.43e-28
AMXMAG_0088___1616	COG20_FUNCTION	COG0483	Archaeal fructose-1,6-bisphosphatase or related enzyme, inositol monophosphatase family (SuhB) (PDB:1AWB)	4.49e-77
AMXMAG_0088___1617	COG20_FUNCTION	COG0297	Glycogen synthase (GlgA) (PDB:1RZU)	6.37e-125
AMXMAG_0088___1618	COG20_FUNCTION	COG1355	Predicted class III extradiol dioxygenase, MEMO1 family (Mho1) (PDB:3BCZ)	1.85e-68
AMXMAG_0088___1619	COG20_FUNCTION	COG5184!!!COG5492	Alpha-tubulin suppressor ATS1 and related RCC1 domain-containing proteins (ATS1) (PDB:1A12)!!!Uncharacterized conserved protein YjdB, contains Ig-like domain (YjdB)	3.73e-06
